"업소아이디","업소명","분류코드","분류코드명","업소 주소","업소 전화번호","찾아오시는 길","업소정보","자랑거리","추천수","기준년월","업소 사진"
"00006978","김복남헤어장","005","이 미용업","서울특별시 송파구 백제고분로32길 6-1 (삼전동 대성빌딩)","422-4325        ","전철노선: 8호선 석촌역 8번출구  버스노선:3418.3314.3315.3417.3423.3422.340.363 삼전동우체국 뒷편 ' ","영업시간 :10:00시~22:00 좌석수 :3석 휴무일 :매주  화요일 예약 :가능 카드 :가능 주차 :불가   ","노인분들에게  할인해 드립니다. 친절합니다.  경로할인등으로 가격동결 유지","58","21-2","http://tearstop.seoul.go.kr/mulga/photo/20100903164718.jpg"
"00002409","샬롬미용실","005","이 미용업","서울특별시 송파구 삼전로24길 17","419-6540        ","'전철노선: 2호선 신천역 23번출구  새마을 공원직진 잠전초등학교방면 잠일어린이집건너편위치 버스노선:333.4318.340.363.3314.3417.3315.3418' ","영업시간 : 09:30~21:00 좌석수 : 3개 휴무일 : 매주 일요일 예약 : 가능 주차가능 -1대  카드: 불가   ","최고의 재료와 최고의 서비스로 고객을 모시고 있으며 65세 이상 노인경로우대업소입니다","58","21-2","http://tearstop.seoul.go.kr/mulga/photo/20111104155432.jpg"
"00007549","경노이발관","005","이 미용업","서울특별시 노원구 석계로 27 (월계동)","02-917-7050","null","영업시간 : 08:00 ~ 19:00  주차 : 불가 배달 : 불가 좌석수 : 5 휴무일 : 매주 월요일 예약가능 여부 : 가능 카드결제 안됨.       ","친절하고 밝은 직원들이 매일 꽉찬 이발소내에서 미소와 긍정의 힘으로 영업하며 개인별 염색약을 키핑이 가능하기에 한번에 염색약 한통을 모두 쓰지 않아도 자신의 염색약을 나누어 사용가능한 곳. 가족같은 분위기에서 기분좋은 스타일변화가 가능한 활기찬 곳. 동네 사랑방역할을 하는 곳. ","58","21-2","http://tearstop.seoul.go.kr/mulga/photo/20140122151258.JPG"
"00007814","독립문 모텔","008","숙박업(호텔여관)","서울특별시 종로구 통일로 220 (교북동)","737-3555","독립문역 3번 출구로 100m 직진 파파존스피자 옆.","영업시간 : 24시간 연중무휴 좌석수 :해당없음 휴무일 :없음 배달 :해당없음 예약 :가능 카드 :가능 주차 :가능 홈페이지 주소 : 전자우편주소 :      ","독립문 로터리 인접","57","21-2","http://tearstop.seoul.go.kr/mulga/photo/20111104140652.jpg"
"00001460","남영해물탕","001","한식","서울특별시 용산구 한강대로80길 12 (남영동)","798-2545        ","숙대입구역(6번 출구)에서 도보로 200m 거리","영업시간 : 10:00~22:00 좌석수 : 26석 휴무일 : 연중무휴 예약 : 가능 카드 : 가능 주차 : 없음 배달: 불가 ","깨끗하고 청결한 위생관리와 항상 신선한 재료와 각종 해물을 산지에서 직송하여 사용하는 모범업소임","56","21-2","http://tearstop.seoul.go.kr/mulga/photo/20130708102620.jpg"
"00007029","미미세탁소","007","세탁업","서울특별시 양천구 목동동로 100 (신정동 목동신시가지아파트13단지)","2645-5526","13단지 A상가","영업시간 :09:00 좌석수 : 휴무일 : 배달 : 가능 예약 : 카드 : 가능 주차 : 홈페이지 주소 : 전자우편주소 :  ","항상청결하며 신속하게 배달합니다.","56","21-2","http://tearstop.seoul.go.kr/mulga/photo/20100324160917.jpg"
"00000736","장수설렁탕","001","한식","서울특별시 송파구 백제고분로 148 (잠실동)","415-1472        ","버스노선: 340.363.3314.3417.4318 잠실본동 주민센터 인근 형지빌딩 ' ","영업시간 : 24시간 좌석수 : 40석  휴무일 : 연중무휴  예약 : 가능  카드 : 가능  주차 : 10대 배달 : 불가  ","15년 한 자리 영업으로 단골고객 보유	  맛좋은 설렁탕과 시원한 해장국 전문으로 24시간 손님을 모시고 있습니다. 13년동안 같은 장소에서 맛있는 설렁탕을 제공하고 있습니다. ","56","21-2","http://tearstop.seoul.go.kr/mulga/photo/20111104160604.jpg"
"00007332","아주세탁","007","세탁업","서울특별시 송파구 오금로32길 10 (송파동 미성맨션)","420-0235","버스노선:3313.3414.3216.30.3315 한양 아파트 2차와 삼성래미안 아파트 사이 미성상가 1층 뒷편' ","영업시간 : 09:00~ 21:00 배달 : 가능 예약 : × 카드 : × 주차 : 가능 휴무 : 공휴일 및 일요일   ","물가상승률 대비 1년 이내 가격인하 단행 저렴한 세탁료와 친절한 서비스  카페트 밍크 가죽 운동화세탁 가능 ","56","21-2","http://tearstop.seoul.go.kr/mulga/photo/20100726162140.jpg"
"00007299","백미식당","001","한식","서울특별시 강서구 공항대로59가길 25 (등촌동)","02-3662-9288","등촌역2번출구에서 서울신기술 창업센터방면으로 100m","영업시간 :오전9시~오후9시 좌석수 :7개 휴무일 :매주일요일 배달 :가능 예약 :가능 카드 :가능 주차 :불가능 홈페이지 주소 : 전자우편주소 :   ","저렴한가격으로 가까운곳은  배달서비스도 가능합니다. 모든 음식을 조달하지 않고 직접 조리합니다. ","56","21-2","http://tearstop.seoul.go.kr/mulga/photo/20100722163135.jpg"
"00006759","부부칼국수","001","한식","서울특별시 강서구 강서로56가길 47 (등촌동) 101호 동진빌딩","02-3662-4594","발산사거리에서 가양동쪽으로 우리은행 영광교회 뒤편 호서전산학교","영업시간 :09:00~21:30 좌석수 :50석 휴무일 :일요일 배달 :가능 예약 :가능 카드 :가능 주차 :가능 홈페이지 주소 : 전자우편주소 :  ","직접 손으로 만든 김치로 만두와 칼국수 냉콩국수 10년이 넘도록 한곳에서 같은 재료와 같은 가격으로~~ 주변 호서전문 학생들은 20% 할인 해드립니다. ","41","21-2","http://tearstop.seoul.go.kr/mulga/photo/d3_2.jpg"
"00007833","별미 바지락칼국수","001","한식","서울특별시 강동구 풍성로 160 (성내동)","470-7393","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 :   ","칼국수 비빔국수 등이 매우 맛있고 식사시간에 줄서서 먹는 집입니다. 소비자단체의 추천을 받은 청결함이 매우 뛰어난 업소입니다.","33","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220527141256.jpg"
"00007832","뚝배기","001","한식","서울특별시 강동구 양재대로 1389 (성내동)","476-6005","길동 사거리에서 둔촌 방향으로 한 정거장 떨어진 도로변에 위치합니다. 주말이면 하남행 등산객들의 발길로 분주합니다.","영업시간 : 24시간 좌석수 : 15석 휴무일 : 배달 : 불가 예약 : 불가 카드 : 가능 주차 : 불가 홈페이지 주소 : 전자우편주소 :   ","모든메뉴가 3000원입니다. 소비자단체의 추천업소로 청결한 위생과 맛을 모두 자랑합니다. ","32","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220527141321.jpg"
"00007802","박리김밥","001","한식","서울특별시 중랑구 공릉로2길 22 (묵동)","02-949-7101","먹골역(7호선) 1번 출구로 나와서 묵동 삼거리에서 우회전하면 전방 100m앞에 위치","영업시간 : 6시 ~ 23시 좌석수 : 28석 휴무일 : 1 3주 월요일 예약 : 가능 배달 : 가능 카드 : 가능 주차 : 가능 취급품목 : 김밥 2000원 기타: 업소가 매우 깨끗하며 친절함  ","먹골역에서 가까워 교통이 편리하고 업소가 매우 깨끗하며 치즈김밥 순두부찌개 등 음식이 맛있어 오랜 단골들 확보 대부분의 메뉴가 5000원으로 가격도 저렴해서 인근 직장인들이 많이 찾는 곳 '주변 평균가격 보다 7~15% 저렴한 업소로 1년 동안  동일 가격유지' ","23","21-2","http://tearstop.seoul.go.kr/mulga/photo/20151126104526.jpg"
"00007663","소소한날","001","한식","서울특별시 영등포구 도림로 462 (문래동3가)","02-2068-2220","국화아파트 상가 1층","영업시간 : 10:00-22:00 좌석수 : 56석 휴무일 : 휴무없음 배달 : 가능 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :주인이 주방 및 총괄가격동결로 물가안정에 동참   ","소고기는 한우만 취급하고 등심 가격이 저렴함 돼지고기는 암돼지만 사용(200g 9000원) ※경로우대계란찜 무한리필","22","21-2","http://tearstop.seoul.go.kr/mulga/photo/20150427152616.jpg"
"00003887","부남돌구이","001","한식","서울특별시 종로구 대학로2길 65-5 (효제동)","742-2451        ","지하철1호선 종로5가역3번출구에서 건영의료기 골목에 위치.50M정도에 위치 버스노선:262 720 271 260 261270 7025등 다수가 있음.","영업시간 :오전10:00 ~ 오후10:00 좌석수 :46 휴무일 :매주일요일 배달 :가능 예약 :가능 카드 :가능 주차 : 불가    ","오랫동안 숙련된 사장님의 손맛에 깔끔하고 신선한 재료로써 주위에 직장인들이 점심시간에 기다려야 할 정도랍니다. 사장님의 자랑할 만한 요리는 쭈꾸미 철판 볶음이랍니다.","10","21-2","http://tearstop.seoul.go.kr/mulga/photo/00003887.jpg"
"00006424","차순옥미용실","005","이 미용업","서울특별시 강서구 허준로 176 (가양동 가양도시개발공사아파트(가양8단지아파트)) 107호","02-2658-6478","가양8단지상가 1층","영업시간 :09:00~20:00 좌석수 : 3개 휴무일 : 매주 일요일 배달 : 해당없음 예약 : 가능 카드 : 불가 주차 : 가능 홈페이지 주소 : 없음 전자우편주소 : 없음    ","원장님의 친절과 부드러운 마음씨에 몸이 불편한 어른들이 많이 이용하고 계십니다.","9","21-2","http://tearstop.seoul.go.kr/mulga/photo/g3_1.jpg"
"00007574","대림각","002","중식","서울특별시 노원구 섬밭로 263 (중계동)","02-949-2748","null","영업시간 :10:30 ~ 21:00 좌석수 : 135석 휴무일 : 연휴때 설추석 예약가능여부 : 가능 배달가능여부 : 가능 주차가능여부 : 가능 카드사용가능      ","영업장 청결 및 3년째 저렴한 가격.  ","9","21-2","http://tearstop.seoul.go.kr/mulga/photo/20140122161756.JPG"
"00006665","산정","001","한식","서울특별시 중구 동호로 288 (장충동2가)","2277-0913       ","3호선 동대입구역 1번 출구쪽 장충동 앰버서더서울풀만호텔 건너편 S-oil근처 ","(2022년 5월 현재) ○ 영업시간 : 11:00~22:00 (휴무일: 1 3째주 일요일) ○ 좌석수 : 80석 ○ 배달 : 불가  ○ 주차 : 2대 정도 가능 ○ 기타: 예약 가능 카드 가능      ","제주도산 고기만 사용합니다.  오랫동안 고기 맛을 인정받아 단골고객이 많은 가게입니다. '식객 허영만의 백반기행' (79회)에도 소개되었어요~","9","21-2","http://tearstop.seoul.go.kr/mulga/photo/20130604113250.JPG"
"00004526","깡통참숯돼지갈비","001","한식","서울특별시 성북구 보문로30라길 17 (동선동2가)","928-3343        ","성북구청 후문에서 성신여대방향으로 우측에 20M","영업시간 : 10시 ~ 23시 좌석수 :40 휴무일 : 없음 배달 :   불가 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : 전자우편주소 :  ","국내산 고기만을 사용하며 특이 사항은 직장인을 대상으로 점심메뉴로 옛날식도시락으로 7가지의 반찬과 하루하루 다른 반찬과 매일 담그는 신선한 겉절이등으로 손님에 입맛을 돋우는 맛으로 가격은 5천으로 저렴한 가격으로 직장인들에게 가정에서 먹는 맛 그대로를 전해드리려 노력하고 있습니다. 주인이 직접 인근전통시장에 야채를 배달받아 박리다매 중","9","21-2","http://tearstop.seoul.go.kr/mulga/photo/20160104160204.JPG"
"00001447","에덴미용실","005","이 미용업","서울특별시 송파구 마천로61나길 10 (마천동)","400-2829        ","전철노선:5호선 마천역 1번출구에서 프라자약국 골목에 위치 버스노선:3314.3317.3318.5.3214.3315.3316.3416.3217' ","영업시간 -  10:00 ~ 21:00 휴무일 : 매주일요일 예약 : 가능 좌석:3 카드:불가 주차:불가 ","'지역주민  .단골고객 대상으로 서비스및 가격할혜택'	 오래된 기술과 서비스로 친절하게 모시고 있습니다 ","9","21-2","http://tearstop.seoul.go.kr/mulga/photo/20111104154017.jpg"
"00007340","동춘원","002","중식","서울특별시 중랑구 봉우재로71길 41 (망우동)","02-434-9454"," 우림시장사거리에서 용마프라자 지나 우림시장 주차장 앞 ","영업시간 :11:00~20:30 좌석수 : 16 휴무일 : 24주 화요일 배달 : 불가능 예약 : 불가능 카드 : 가능 주차 : 불가능 취급품목 : 자장면 2000원 짬뽕 2500원 기타: '배달은 하지 않고 홀에 오시는 손님에게만 저렴한 가격으로  판매'    ","'주변 평균가격보다 약 35% 저렴한 업소로 사장님  부부가 직접 요리 서빙하여 인건비 절감'","9","21-2","http://tearstop.seoul.go.kr/mulga/photo/20100802163706.JPG"
"00007333","신애사진관","013","기타서비스업종","서울특별시 송파구 백제고분로19길 27 (잠실동)","415-1869","전철노선: 2호선 신천역 2번출구 600m 도보   IBK기업은행 트리지움점 골목 화성빌딩 버스노선:333.4318.3315.3418.1007-1.5600' ","영업시간 : 09:30~ 21:00 휴무일 : 매주 일요일 예약 : 가능 카드 : 가능 주차 : 불가    ","저렴한 사진인화료와  친절한 서비스 깔끔한 사진촬영 최근 2년이내 가격인하 고객서비스  (송파구 평균가 :14400원)","9","21-2","http://tearstop.seoul.go.kr/mulga/photo/20100726163611.jpg"
"00004052","인터미용실","005","이 미용업","서울특별시 종로구 숭인동길 46 (숭인동) 1086","922-6363        ","지하철 1호선 신설동역 11 12번출구에서 육교골목으로 들어와 3분거리에 위치합니다.","영업시간 :AM9:00~ PM21:30 좌석수 :6개 휴무일 :무 배달 : 해당없음 예약 :가능 카드 :가능 주차 :불가   ","오신손님께 항상 친절서비스를 제공하며 컷트 할인해 드립니다.","9","21-2","http://tearstop.seoul.go.kr/mulga/photo/00004052.JPG"
"00002022","봉주르","001","한식","서울특별시 마포구 와우산로 155-1 (서교동)","332-8373        ","홍대방향의 산울림 소극장 바로 옆에 위치 하고 있습니다. ","영업시간 :10:00-24:00 좌 석 수  : 45석 휴 무 일  : 매주 일요일 예    약   : 가능 카    드   : 가능       ","저희 업소는 단골을 위주로한 편안하고 아늑한 분위기의 업소를 표방합니다.  커피국산차도 있습니다. 한가지 메뉴가 아닌 주인아주머니의 손맛에따라 매일 메뉴가 바뀝니다.","9","21-2","http://tearstop.seoul.go.kr/mulga/photo/00002022.jpg"
